"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YIL031W",165.123933441972,-0.555193598905974,0.24520898612453,-2.26416497894583,0.0235639696685029,0.0476401995471906
"YJL132W",66.4830972161394,0.608322206048037,0.26901296882942,2.26131181963116,0.023739954833862,0.0479806565577958
"YHR026W",106.065663514214,0.629688312681957,0.278581919378983,2.26033446135221,0.0238005007167766,0.0480876570392636
"YLR032W",82.3455263852428,0.557533352366804,0.24670030601255,2.25996214345369,0.0238236004611622,0.0481189553869018
"YDR435C",74.0374906030644,0.643739965075935,0.284968505949348,2.25898634984722,0.0238842339868852,0.0482260203489981
"YBR225W",82.7046347315303,0.550475435770819,0.243705341299776,2.25877460393325,0.0238974090408108,0.0482372214408196
"YMR283C",42.9713138070076,0.713042760328254,0.315791932269432,2.25795116171584,0.0239487044207275,0.0483253371910276
"YLR208W",123.505409903497,-0.447318290831273,0.198175739179853,-2.25717987823581,0.0239968372128996,0.0484070170763563
"YDR460W",61.627123242294,-0.677151319946078,0.300165303416481,-2.25592802445434,0.0240751391078429,0.0485340069231746
"YGR239C",87.8327595285922,-0.57045983884889,0.252860677630429,-2.25602432214728,0.0240691079514649,0.0485340069231746
"YGR078C",18.1502867581696,-1.04407236765926,0.46299874130791,-2.2550220432779,0.0241319451957932,0.0486020450376422
"YJL204C",40.4318290938562,0.711200871292075,0.315366668468112,2.255155482178,0.0241235711286768,0.0486020450376422
"YOR340C",21.5130918025943,-0.917881844228373,0.407029275520895,-2.2550757388488,0.0241285751834173,0.0486020450376422
"Q0010",10.0816311617559,-1.44995066945947,0.643128364255634,-2.25452763405586,0.0241629942224842,0.0486490848338077
